L1_0,L2_0,L1_1,L2_1,rbf_width,rbf_0,rbf_1,rbf_2,rbf_3,rbf_4,rbf_5,rbf_6,rbf_7,rbf_8,rbf_9,rbf_10,rbf_11,rbf_12,rbf_13,rbf_14,rbf_15,rbf_16,rbf_17,rbf_18,rbf_19,rbf_20,rbf_21,rbf_22,rbf_23,rbf_24,rbf_25,rbf_26,rbf_27,rbf_28,rbf_29,elbo
0.010000011,32.303413,0.16347909,8.326083,0.047079194,4.7601672135742215,1.994002897773574,0.3329682054285993,1.020042155451461,2.3826522640934242,3.167986335116514,3.153919511177221,2.485088133044146,1.4512073410882622,0.5904283508775214,1.1215432431579953,1.084516267000762,-0.6453905912954686,-0.991778764032608,0.16187242794808598,1.0295690820702845,0.9365051260977937,0.12660328531077267,-0.6722173709653372,-0.3314111267527636,1.0503075840000653,1.2757520267365212,0.40618275895081607,0.5962529243106713,1.6866746890577402,1.9873953958764075,0.9484024987162116,-0.7011314898817284,-2.400917095863241,-4.112625144038744,-597.8506
4.727412,0.33187065,0.32429212,0.3240191,0.71567994,1.9187367357165916,1.789560556324804,1.6611658162064813,1.5337871561250107,1.4078956965844185,1.283501048899622,1.1623066235134205,1.0472650181563123,0.9410945545456729,0.8456577648884358,0.7604370094323826,0.6843948564597286,0.6188058731171096,0.5657740061735277,0.529354691859245,0.5113281814149616,0.5114254437089252,0.5282817036409763,0.5592473741281553,0.6004699292513179,0.6477842013377583,0.6950959686354216,0.7403849914234854,0.7816607428082665,0.8198800630316908,0.8547228694539785,0.8867318902952049,0.917052099113897,0.9472674773139993,0.9779338578048941,-365.66656
0.25565755,23.04176,0.010000011,3.2826316,0.023975797,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,nan
0.010000011,6.407323,0.010000011,3.022756,0.23238152,1.4635553994667057,0.9566295305144532,0.4502680182892879,-0.05049852847425713,-0.5386231366826798,-1.002930484726613,-1.4347427895716631,-1.8248370257128366,-2.1664849401600668,-2.453880335723713,-2.6869311210953515,-2.8668616894458507,-2.9991314668026043,-3.086111376587107,-3.1318909522873843,-3.1391214421943903,-3.11307161404966,-3.0577326494692216,-2.976354210240999,-2.8690251860963842,-2.7368362980166445,-2.581592615398489,-2.4082906904431827,-2.2211999566879155,-2.02492907574143,-1.8218979104856978,-1.6154052978180664,-1.4055357477264256,-1.194396896786334,-0.9820572458164198,-120.58572
3.8948286,0.010000011,5.14912,0.010000011,0.18826565,3.1448089764675156,2.7323888650541264,2.3207947348324565,1.9113386965896306,1.506260157673955,1.1082213007536874,0.7205966766214861,0.3463470997924611,-0.011929799457967299,-0.3525375664998264,-0.6743213645409084,-0.9767960329913483,-1.2599403423677527,-1.5240974988451748,-1.7702898752811658,-1.9998379318452384,-2.2143906339403014,-2.4148472428859566,-2.601523953148681,-2.774551968244378,-2.9347509992027576,-3.0839201348704233,-3.223974915808421,-3.3566982419384876,-3.4833058991531236,-3.60518588100661,-3.7234861140049094,-3.8392475679498705,-3.9532488260199785,-4.066422566877571,-85.18896
0.35028666,5.4781494,0.34934023,3.4404738,0.30935952,-13.26919625207073,-13.217290377695766,-13.167314090407856,-13.123895597983308,-13.090677996842695,-13.069667829492245,-13.058782136067336,-13.053374247236732,-13.0517530029786,-13.05331868162964,-13.057608035616113,-13.061330185924211,-13.059052197262158,-13.049455545675173,-13.032754844513581,-13.009559678935833,-12.979924212469736,-12.943649352632622,-12.904350863978511,-12.864240426020363,-12.82357739572171,-12.77973220396848,-12.72855888954758,-12.66658640848079,-12.591770824806826,-12.506661766059912,-12.413829397943843,-12.316907825915958,-12.215121769803723,-12.111038304300761,-530.39575
37.02801,1.8496699,10.789819,0.010000011,0.044835802,-2.691277960963027,-1.3023503780698544,-1.410292848584242,-0.9562684027429977,1.1805657011610309,1.3050171594702094,-0.021122641037478927,-1.1868453478235186,-1.10483409919838,-0.5651238941039136,-1.0683188904316483,-1.4282551379367365,-0.9540671711745143,-0.9930474129161877,-1.1721423578417938,-0.7409766391735287,-0.03875840413440963,0.05858549046098308,-0.07941402529505037,-0.07267275950413839,-0.33882820653277085,-0.8550798761514161,0.053510432717610516,1.3975729377456405,1.79106277834832,0.7238965244286373,-1.4697236391964439,-1.5782802762602717,0.8861145797100636,3.832823099857552,-624.2343
1.3188573,0.036582332,4.7844186,0.010000011,0.47895962,1.7710088702839273,2.0429597935382042,2.3097719230054636,2.5660523734001845,2.80673150375084,3.027865232699772,3.222711039617441,3.3860801731906953,3.512956704114373,3.6033231628320355,3.6568450211441275,3.6735883159544067,3.6508652490428726,3.5856440991554854,3.475859651048664,3.3199412041434995,3.1163185855097733,2.863120345801908,2.557895244417212,2.201606387784875,1.7957184281417546,1.3446574260623274,0.8526075325820243,0.32345228706457985,-0.23695183650875012,-0.8244870875875434,-1.430828730669695,-2.0505859140667377,-2.676122090439405,-3.3040142172558746,-497.5348
9.424277,0.010000011,3.415998,1.498761,0.5368252,1.5345529154164856,1.1053265275250805,0.6819502194434247,0.27882572383575494,-0.08655713131699509,-0.39618629975732045,-0.639161777047763,-0.8032121771415848,-0.8829641510551598,-0.8768965270466557,-0.7909314889451726,-0.6326512997237841,-0.41865202520773026,-0.16653965439237525,0.10612257121253217,0.3841220372366693,0.6497997767813752,0.8892251773021415,1.0947182447425488,1.2662668657777019,1.4021213031737771,1.4968835236207139,1.5461769911381955,1.554695834373815,1.5328058333949621,1.4912108752051825,1.4341760706291362,1.3662470929729722,1.2929472175818277,1.218638827956967,-1906.3618
0.058474526,21.799677,3.024114,4.494085,0.08917948,0.0614062367765275,0.2176925488205931,0.2545230665053283,0.1854691135091253,0.150874064842708,0.1451985371044301,0.0489668088383597,-0.06529584987482716,0.082059161170819,0.6447893921728581,1.4232611513379356,1.9627854340848847,1.8256249059547272,0.8851947368640605,-0.4973298841126661,-1.6646781944559828,-2.1122424273338574,-1.6872892410886182,-0.5419697024620861,0.8106645458028522,1.5737528513868344,1.2153540694127114,-0.020456324246186854,-1.3222767397235702,-2.0013700069162237,-1.8911109920767009,-1.1906170688187743,-0.13860858356347,1.1043178814001875,2.4196867004338882,-204.57925
13.941057,0.010000011,5.0265346,0.010000011,0.1922715,-0.8063818511893405,-0.22537169008717647,0.3377390116822783,0.8531656023839433,1.290682858100032,1.624970356237534,1.8426642177766832,1.9398389536168361,1.921673341306907,1.7995706279511432,1.5880706342576465,1.3027814820166832,0.958774923330515,0.5709436341328998,0.15488183117810256,-0.2769847375807541,-0.7159600749753716,-1.1590338392474608,-1.6057591043082875,-2.0567112880314307,-2.513643422571109,-2.9780625614935183,-3.4509153753389947,-3.9310553267863697,-4.416341547010833,-4.9060595204649715,-5.400189942859473,-5.8993692405189675,-6.40227191272682,-6.9070270244823115,-153.22784
