wtcorr_p,wtcorr_pv,wtcorr_pf,wtcorr_pvi,wtcorr_pif,wtcorr_pvf,poscorr_p,poscorr_pv,poscorr_pf,poscorr_pvi,poscorr_pif,poscorr_pvf,elbo_p,elbo_pv,elbo_pf,elbo_pvi,elbo_pif,elbo_pvf,trial,gen_model,nrbfs,gpscaler,runidx,real_gains,fit_gains,wtsim,hdi,actual_shift,wtcorr_gen,poscorr_gen,elbo_gen
,0.9765840435631346,0.591131766438454,0.5814173482731313,0.6522935799677532,0.635203428738642,,0.9989887778836017,0.9225387152811476,0.9461874695859017,0.9845638511369178,0.9786835022952554,,-65.191895,-228.98761,-176.6301,-105.580215,-135.66937,12,p,20,3,1,"[array([9.5488444]), array([3.60471207])]","[array([10.297393], dtype=float32), array([3.6842875], dtype=float32)]","[[0.44583657 0.42703882 0.4055876  0.38232863 0.35835332 0.33485654
  0.31299144 0.2937624  0.27798223 0.26629075 0.25921673 0.25725836
  0.26096216 0.27097988 0.28808352 0.31310862 0.34678876 0.38945347
  0.44061702 0.49859467 0.5603977  0.6221291  0.6798353  0.73042315
  0.77217966 0.8047267  0.8285932  0.8447077  0.854012   0.85724634
  0.85487986 0.84714454 0.8341447  0.8160287  0.7931997  0.7665146
  0.7373918  0.7077503  0.6797691  0.6555417  0.6367523  0.62446815
  0.61907077 0.6202908  0.6272997  0.63883454 0.65334725 0.6691733
  0.68469936 0.6984988  0.70940846 0.7165415  0.7192506  0.7170719
  0.7096769  0.69685584 0.67853916 0.65485585 0.62620956 0.5933407
  0.5573375  0.51956916 0.4815409  0.44471014 0.4103146  0.37926453
  0.35211536 0.329112   0.31027645 0.29550955 0.28468567 0.27772588
  0.27464253 0.27554744 0.28061855 0.2900206  0.30378306 0.321653  ]
 [0.55416346 0.5729612  0.5944124  0.6176714  0.6416467  0.6651435
  0.68700856 0.7062376  0.72201777 0.7337092  0.7407833  0.74274164
  0.7390379  0.7290201  0.71191645 0.6868914  0.65321124 0.6105465
  0.559383   0.50140536 0.43960232 0.37787092 0.32016468 0.26957685
  0.22782034 0.19527328 0.1714068  0.15529227 0.14598799 0.14275366
  0.14512014 0.15285546 0.16585529 0.18397129 0.20680028 0.2334854
  0.26260817 0.29224968 0.3202309  0.34445828 0.3632477  0.37553185
  0.38092923 0.37970918 0.37270027 0.36116546 0.34665275 0.3308267
  0.31530064 0.3015012  0.29059154 0.28345847 0.28074938 0.2829281
  0.29032308 0.30314416 0.32146084 0.34514415 0.37379044 0.4066593
  0.44266248 0.48043084 0.5184591  0.55528986 0.58968544 0.62073547
  0.6478846  0.670888   0.68972355 0.7044904  0.7153143  0.7222741
  0.7253575  0.72445256 0.71938145 0.7099794  0.69621694 0.678347  ]]","[array([0.29704934, 0.2785749 , 0.2614441 , 0.24487054, 0.22616358,
       0.20706356, 0.19017786, 0.17814098, 0.16789484, 0.15548772,
       0.15095274, 0.14868537, 0.15231675, 0.1604275 , 0.17522784,
       0.19091995, 0.21536157, 0.2496685 , 0.2909242 , 0.33774784,
       0.3839543 , 0.4337556 , 0.47348192, 0.5235776 , 0.5627322 ,
       0.59387994, 0.6153517 , 0.62892485, 0.6393164 , 0.6487563 ,
       0.6410216 , 0.6341067 , 0.61815554, 0.5938447 , 0.572009  ,
       0.55210835, 0.52663064, 0.49600556, 0.48240668, 0.46727076,
       0.4531962 , 0.45080644, 0.44716963, 0.45138693, 0.4549222 ,
       0.46068975, 0.47479767, 0.49019638, 0.49888274, 0.51536363,
       0.524455  , 0.53404206, 0.53273886, 0.5266507 , 0.51335406,
       0.4951165 , 0.47881588, 0.45669603, 0.4321378 , 0.4049843 ,
       0.3661941 , 0.3271789 , 0.29251823, 0.2571842 , 0.22203691,
       0.19614024, 0.17500268, 0.1554357 , 0.14007649, 0.12751897,
       0.11622301, 0.1101938 , 0.10558221, 0.10512464, 0.10845803,
       0.11565612, 0.12963967, 0.14730677], dtype=float32), array([0.60683846, 0.5997535 , 0.58142376, 0.5528173 , 0.5293486 ,
       0.5107819 , 0.49142998, 0.4734319 , 0.45939827, 0.4536824 ,
       0.4425877 , 0.43829653, 0.443476  , 0.45542967, 0.4782094 ,
       0.49776804, 0.53156936, 0.5707719 , 0.6113575 , 0.6570945 ,
       0.7087623 , 0.7566282 , 0.80082655, 0.83787036, 0.86658347,
       0.88990015, 0.90478194, 0.9172827 , 0.9231038 , 0.9251649 ,
       0.92472553, 0.9216203 , 0.9145947 , 0.9051425 , 0.8908135 ,
       0.8731879 , 0.85532486, 0.83584595, 0.81628513, 0.80105907,
       0.7843519 , 0.7731966 , 0.7665467 , 0.7607044 , 0.7691869 ,
       0.77136046, 0.7811263 , 0.7906945 , 0.7997275 , 0.81072015,
       0.8183562 , 0.82143253, 0.8227196 , 0.81900984, 0.81448215,
       0.8062069 , 0.795478  , 0.7779828 , 0.761575  , 0.73775655,
       0.71462464, 0.68497556, 0.66083425, 0.63803226, 0.62243927,
       0.60140026, 0.59440243, 0.5799243 , 0.57334524, 0.5608405 ,
       0.559121  , 0.55297107, 0.5527729 , 0.55498457, 0.5627219 ,
       0.5679801 , 0.5713466 , 0.5709159 ], dtype=float32)]","[[4.87258466e-01 4.78496934e-01 4.61187171e-01 4.37813935e-01
  4.11073859e-01 3.83495515e-01 3.57192422e-01 3.33764638e-01
  3.14322006e-01 2.99582897e-01 2.90003557e-01 2.85904732e-01
  2.87577334e-01 2.95356891e-01 3.09663902e-01 3.31006627e-01
  3.59940923e-01 3.96981093e-01 4.42456869e-01 4.96320693e-01
  5.57923841e-01 6.25804689e-01 6.97552810e-01 7.69821391e-01
  8.38548271e-01 8.99391995e-01 9.48322688e-01 9.82242303e-01
  9.99474954e-01 1.00000000e+00 9.85373986e-01 9.58383028e-01
  9.22536254e-01 8.81538280e-01 8.38850666e-01 7.97404665e-01
  7.59470134e-01 7.26652911e-01 6.99971467e-01 6.79967600e-01
  6.66817217e-01 6.60418912e-01 6.60452112e-01 6.66403579e-01
  6.77570150e-01 6.93045687e-01 7.11706692e-01 7.32210111e-01
  7.53017001e-01 7.72450332e-01 7.88792139e-01 8.00410588e-01
  8.05905052e-01 8.04243707e-01 7.94870533e-01 7.77761475e-01
  7.53419133e-01 7.22806690e-01 6.87234264e-01 6.48218614e-01
  6.07339018e-01 5.66108481e-01 5.25875972e-01 4.87765053e-01
  4.52649126e-01 4.21157863e-01 3.93705666e-01 3.70535093e-01
  3.51764963e-01 3.37439138e-01 3.27570623e-01 3.22179393e-01
  3.21323304e-01 3.25121866e-01 3.33773601e-01 3.47567763e-01
  3.66890041e-01 3.92222623e-01]
 [5.12741534e-01 5.21503066e-01 5.38812829e-01 5.62186065e-01
  5.88926141e-01 6.16504485e-01 6.42807578e-01 6.66235362e-01
  6.85677994e-01 7.00417103e-01 7.09996443e-01 7.14095268e-01
  7.12422666e-01 7.04643109e-01 6.90336098e-01 6.68993373e-01
  6.40059077e-01 6.03018907e-01 5.57543131e-01 5.03679307e-01
  4.42076159e-01 3.74195311e-01 3.02447190e-01 2.30178609e-01
  1.61451729e-01 1.00608005e-01 5.16773116e-02 1.77576975e-02
  5.25046223e-04 0.00000000e+00 1.46260140e-02 4.16169719e-02
  7.74637462e-02 1.18461720e-01 1.61149334e-01 2.02595335e-01
  2.40529866e-01 2.73347089e-01 3.00028533e-01 3.20032400e-01
  3.33182783e-01 3.39581088e-01 3.39547888e-01 3.33596421e-01
  3.22429850e-01 3.06954313e-01 2.88293308e-01 2.67789889e-01
  2.46982999e-01 2.27549668e-01 2.11207861e-01 1.99589412e-01
  1.94094948e-01 1.95756293e-01 2.05129467e-01 2.22238525e-01
  2.46580867e-01 2.77193310e-01 3.12765736e-01 3.51781386e-01
  3.92660982e-01 4.33891519e-01 4.74124028e-01 5.12234947e-01
  5.47350874e-01 5.78842137e-01 6.06294334e-01 6.29464907e-01
  6.48235037e-01 6.62560862e-01 6.72429377e-01 6.77820607e-01
  6.78676696e-01 6.74878134e-01 6.66226399e-01 6.52432237e-01
  6.33109959e-01 6.07777377e-01]]",0.972032340016302,0.9990447020793691,-63.847736
